id,level,skill,lesson,type,prompt,opt_a,opt_a_correct,opt_a_why,opt_b,opt_b_correct,opt_b_why,opt_c,opt_c_correct,opt_c_why,opt_d,opt_d_correct,opt_d_why,accepted,explanation,grammar_note,tags
n3-001,N3,grammar,g3-passive,fill_blank,"せんせいに なまえを ___（よぶ）。",,,,,,,,,,,,,"よばれた","Passive of よぶ is よばれる; past plain is よばれた. ""I was called by the teacher.""",g-passive,passive
n3-002,N3,grammar,g3-passive,fill_blank,"でんしゃの なかで あしを ___（ふむ）。",,,,,,,,,,,,,"ふまれた","Passive of ふむ (group 1) is ふまれる; past is ふまれた. ""My foot was stepped on (on the train).""",g-passive,passive
n3-003,N3,grammar,g3-passive,fill_blank,"あには ちちに ___（しかる）た。",,,,,,,,,,,,,"しから","しかる is group 1: しかる→しから+れた. ""My older brother was scolded by our father.""",g-passive,passive
n3-004,N3,grammar,g3-passive,fill_blank,"この えは ゆうめいな がか ___ かかれた。",,,,,,,,,,,,,"によって","With creative-act passives the agent takes によって, not に. ""This picture was painted by a famous artist.""",g-passive,passive
n3-005,N3,grammar,g3-passive,fill_blank,"あめに ___て、ふくが ぬれた。",,,,,,,,,,,,,"ふら","Suffering passive: ふる→ふら+れて. ""I was rained on and my clothes got wet.""",g-passive,passive
n3-006,N3,grammar,g3-passive,mcq,"Choose the correct passive form of する.","しられる",false,"しられる is the passive of しる (to know), not する.","される",true,"する is irregular; its passive form is される.","せられる",false,"せられる is a causative-passive style form, not the plain passive.","さられる",false,"さられる is not a valid Japanese verb form.",,"する is an irregular verb. Its passive is される (e.g. しょうたいされる = to be invited).",g-passive,passive
n3-007,N3,grammar,g3-passive,mcq,"Which sentence correctly uses the passive to mean ""I was laughed at by everyone""?","みんなを わらった。",false,"This means ""I laughed at everyone"" — active voice.","みんなに わらわれた。",true,"わらう→わらわれた, agent marked with に. Correct suffering passive.","みんなが わらわせた。",false,"わらわせた is the causative (made someone laugh), not passive.","みんなに わらった。",false,"わらった is active past; に here is ungrammatical for the subject.",,"The passive marks the agent (the one doing the action) with に: 〜に わらわれる = to be laughed at by 〜.",g-passive,passive
n3-008,N3,grammar,g3-passive,fill_blank,"わたしは となりの ひとに しゃしんを ___（とる）た。",,,,,,,,,,,,,"とら","Group 1 verb とる→とら+れた. ""I had my photo taken by the person next to me.""",g-passive,passive
n3-009,N3,grammar,g3-passive,fill_blank,"この おてらは 100ねんまえに ___（たてる）た。",,,,,,,,,,,,,"たて","Group 2 verb たてる→たて+られた. ""This temple was built 100 years ago.""",g-passive,passive
n3-010,N3,grammar,g3-passive,mcq,"How do you form the passive of a group 2 (ru-) verb like たべる?","たべられる",true,"Group 2 verbs drop る and add られる: たべる→たべられる.","たべれる",false,"たべれる is the colloquial potential form, not the standard passive.","たべあれる",false,"たべあれる is not a valid form.","たべさせる",false,"たべさせる is the causative form (to make eat), not passive.",,"Group 2 (ichidan) verbs form the passive by dropping る and adding られる.",g-passive,passive
n3-011,N3,grammar,g3-causative,fill_blank,"せんせいは がくせいに さくぶんを ___（かく）た。",,,,,,,,,,,,,"かか","Causative of かく (group 1): かく→かか+せた. ""The teacher made the students write an essay.""",g-causative,causative
n3-012,N3,grammar,g3-causative,fill_blank,"ははは いもうとに へやを ___（そうじする）た。",,,,,,,,,,,,,"そうじさせ","する→させる, so そうじする→そうじさせた. ""Mother made my sister clean the room.""",g-causative,causative
n3-013,N3,grammar,g3-causative,fill_blank,"こどもを こうえんで ___（あそぶ）た。",,,,,,,,,,,,,"あそば","Causative of あそぶ (group 1): あそぶ→あそば+せた. ""I let the children play in the park.""",g-causative,causative
n3-014,N3,grammar,g3-causative,fill_blank,"ぶちょう、すこし ___（やすむ）ていただけませんか。",,,,,,,,,,,,,"やすま","Causative + 〜ていただく asks permission: やすむ→やすま+せて. ""Could you let me rest a little?""",g-causative,causative
n3-015,N3,grammar,g3-causative,fill_blank,"せんせいは がくせいに きょうしつを でる ___ ゆるした。",,,,,,,,,,,,,"のを","Not all ""make/let"" uses causative; here でるのを ゆるす = ""allowed to leave."" Tests のを nominalizer.",g-causative,causative
n3-016,N3,grammar,g3-causative,mcq,"Choose the correct causative form of くる.","こさせる",true,"くる is irregular; its causative is こさせる.","きさせる",false,"きさせる is incorrect; the stem becomes こ, not き, in the causative.","くらせる",false,"くらせる is not a valid form of くる.","こられる",false,"こられる is the passive/potential of くる, not the causative.",,"くる is irregular. Causative: こさせる. する→させる. All other verbs use the regular rules.",g-causative,causative
n3-017,N3,grammar,g3-causative,mcq,"In ""むすめに ピアノを ならわせる"", what nuance does the causative carry here?","Forced against will only",false,"The causative can mean ""let,"" not only ""force"" — context decides.","Let / allow (permissive)",true,"With a desirable activity like piano lessons, the causative reads as ""let / have (her) learn.""","Passive — was made to",false,"That would need the causative-passive ならわされる.","Potential — is able to",false,"Ability is the potential form ならえる, a different conjugation.",,"The causative 〜させる covers both ""make"" and ""let""; the verb's meaning and context determine which.",g-causative,causative
n3-018,N3,grammar,g3-causative,fill_blank,"むりやり しごとを ___（する）て、つかれた。",,,,,,,,,,,,,"させられ","Causative-passive of する is させられる: ""I was made to work and got tired.""",g-causative,causative
n3-019,N3,grammar,g3-causative,fill_blank,"こどもに やさいを ___（たべる）た。",,,,,,,,,,,,,"たべさせ","Causative of group 2 verb たべる: drop る, add させる. ""I made/let the child eat vegetables.""",g-causative,causative
n3-020,N3,grammar,g3-causative,mcq,"Which particle marks the person made to do the action when the verb is transitive (e.g. のむ)?","を",false,"を already marks the object (e.g. くすりを); using it again would be ungrammatical.","に",true,"With transitive verbs, the causee takes に: 母は子供にくすりをのませた。","へ",false,"へ marks direction, not the causee.","で",false,"で marks location or means, not the causee.",,"Transitive causative: causee takes に. Intransitive causative: causee may take を or に.",g-causative,causative
n3-021,N3,grammar,g3-conditionals,fill_blank,"はる に なる ___、さくらが さきます。",,,,,,,,,,,,,"と","と states a natural/automatic consequence. ""When spring comes, the cherry blossoms bloom.""",g-conditionals,conditionals
n3-022,N3,grammar,g3-conditionals,fill_blank,"やすく ___ば、かいます。",,,,,,,,,,,,,"あれ","ば conditional of ある is あれば. ""If it's cheap, I'll buy it.""",g-conditionals,conditionals
n3-023,N3,grammar,g3-conditionals,fill_blank,"うちに ___ら、でんわして ください。",,,,,,,,,,,,,"ついた","たら attaches to the plain past: つく→ついた→ついたら. ""When you arrive home, please call.""",g-conditionals,conditionals
n3-024,N3,grammar,g3-conditionals,fill_blank,"りょこうに いく ___、おきなわが いいですよ。",,,,,,,,,,,,,"なら","なら gives advice based on a topic the other person raised. ""If you're going on a trip, Okinawa is good.""",g-conditionals,conditionals
n3-025,N3,grammar,g3-conditionals,fill_blank,"この ボタンを ___（おす）と、きっぷが でます。",,,,,,,,,,,,,"おす","と takes the plain present (dictionary form): おすと. ""If you press this button, a ticket comes out.""",g-conditionals,conditionals
n3-026,N3,grammar,g3-conditionals,mcq,"Which conditional is best for ""If I had money, I would travel"" (hypothetical, unreal)?","お金があると",false,"と is for automatic/general results, not unreal hypotheticals.","お金があれば",true,"ば expresses hypothetical conditions well: お金があれば、旅行する。","お金があるなら",false,"なら works but shifts to ""if (it's true that) you have money""; ば is the cleaner hypothetical.","お金があったり",false,"〜たり lists examples; it is not a conditional.",,"ば is the standard form for hypothetical ""if"" conditions, especially unreal ones.",g-conditionals,conditionals
n3-027,N3,grammar,g3-conditionals,mcq,"Why is ""まどを あけると、すずしく なった"" correct but ""まどを あけると、あけて ください"" wrong?","と cannot take past tense",false,"The first clause shows と works with a result that already happened.","と cannot be followed by a command or request",true,"と clauses cannot be followed by intention, request, or command in the second clause.","と needs a noun before it",false,"と attaches to a verb in dictionary form here, which is fine.","と only works with weather",false,"と is not limited to weather; it covers any natural consequence.",,"After と the second clause must be a natural result — never a request, command, or invitation. Use たら or ば instead.",g-conditionals,conditionals
n3-028,N3,grammar,g3-conditionals,fill_blank,"もし あした あめ ___ら、しあいは ちゅうしです。",,,,,,,,,,,,,"だった","たら with a noun uses だった: あめだったら. ""If it rains tomorrow, the match is cancelled.""",g-conditionals,conditionals
n3-029,N3,grammar,g3-conditionals,fill_blank,"えきに ついた ___、もう でんしゃは でて いました。",,,,,,,,,,,,,"ら","たら can also mean ""when (and then, unexpectedly)"": ""When I got to the station, the train had already left.""",g-conditionals,conditionals
n3-030,N3,grammar,g3-conditionals,mcq,"Choose the natural sentence to recommend a book to someone who said they like mystery novels.","読むと、この本がいい",false,"と cannot lead into advice/recommendation.","読めば、この本がいい",false,"ば before a recommendation sounds unnatural here.","ミステリーなら、この本がいい",true,"なら picks up the topic the listener raised and gives fitting advice.","読んだら本がいいだ",false,"Ungrammatical: いいだ is not a valid form.",,"なら is the go-to conditional for giving advice about a topic the other person has just mentioned.",g-conditionals,conditionals
n3-031,N3,grammar,g3-connectors,fill_blank,"あめが ふっていた ___、しあいは ちゅうしに なった。",,,,,,,,,,,,,"ので","ので gives an objective reason. ""Because it was raining, the match was cancelled.""",g-connectors3,connectors
n3-032,N3,grammar,g3-connectors,fill_blank,"たくさん べんきょうした ___、テストは よくなかった。",,,,,,,,,,,,,"のに","のに = ""even though"" (unexpected result). ""Even though I studied a lot, the test didn't go well.""",g-connectors3,connectors
n3-033,N3,grammar,g3-connectors,fill_blank,"でんしゃが おくれた ___、かいぎに まにあわなかった。",,,,,,,,,,,,,"ため","ため(に) states a cause, often formal/written. ""Because the train was delayed, I didn't make the meeting.""",g-connectors3,connectors
n3-034,N3,grammar,g3-connectors,fill_blank,"わすれない ___ に、メモを とります。",,,,,,,,,,,,,"よう","〜ないように = ""so as not to."" ""I take notes so that I won't forget.""",g-connectors3,connectors
n3-035,N3,grammar,g3-connectors,fill_blank,"いそがしい ___、てつだって くれませんか。",,,,,,,,,,,,,"ところ","〜ところ(を) ""even though you're (busy)"" — a polite set phrase before a request.",g-connectors3,connectors
n3-036,N3,grammar,g3-connectors,fill_blank,"くすりを のんだ ___、ねつが さがった。",,,,,,,,,,,,,"おかげで","〜おかげで = ""thanks to"" (positive cause). ""Thanks to taking the medicine, my fever went down.""",g-connectors3,connectors
n3-037,N3,grammar,g3-connectors,fill_blank,"ねぼうした ___、ちこくして しまった。",,,,,,,,,,,,,"せいで","〜せいで = ""because of"" (negative cause/blame). ""Because I overslept, I ended up late.""",g-connectors3,connectors
n3-038,N3,grammar,g3-connectors,mcq,"Which connector means ""even though"" and signals an unexpected, often disappointing result?","ので",false,"ので simply gives a reason; there is no contrast.","のに",true,"のに means ""even though / despite,"" highlighting an unexpected result.","ために",false,"ために states purpose or cause, not contrast.","ように",false,"ように expresses purpose or manner, not contrast.",,"のに connects two clauses where the second is contrary to what the first leads you to expect.",g-connectors3,connectors
n3-039,N3,grammar,g3-connectors,mcq,"Both から and ので mean ""because."" Which statement is true?","から is more formal and objective than ので",false,"It is the reverse — ので is the more formal, objective choice.","ので sounds softer and more objective; から is more subjective",true,"ので presents the reason as objective fact and is softer; から is more direct/subjective.","ので cannot connect two clauses",false,"ので routinely connects a reason clause to a result clause.","から can only follow nouns",false,"から follows plain-form verbs and adjectives, not only nouns.",,"ので = softer, more objective, often polite. から = more direct, can carry personal judgment. Before noun/な-adj, ので takes な: しずかなので.",g-connectors3,connectors
n3-040,N3,grammar,g3-connectors,mcq,"Choose the correct form before ので when the predicate is a な-adjective like べんり.","べんりので",false,"な-adjectives need な before ので.","べんりだので",false,"だ is dropped (becomes な) before ので.","べんりなので",true,"な-adjectives and nouns take な before ので: べんりなので、しずかなので.","べんりのので",false,"の is not inserted; the correct linker is な.",,"Before ので, な-adjectives and nouns take な (not だ): しずかなので, がくせいなので.",g-connectors3,connectors
n3-041,N3,grammar,v3-keigo,fill_blank,"しゃちょうは いま かいぎしつに ___（いる）。",,,,,,,,,,,,,"いらっしゃいます","いらっしゃる is the 尊敬語 (respectful) form of いる/いく/くる. ""The president is in the meeting room.""",g-keigo-intro,keigo
n3-042,N3,grammar,v3-keigo,fill_blank,"あした わたしが おたくに ___（いく）。",,,,,,,,,,,,,"うかがいます","うかがう is the 謙譲語 (humble) form of いく/くる/きく. ""I will visit your home tomorrow.""",g-keigo-intro,keigo
n3-043,N3,grammar,v3-keigo,fill_blank,"せんせいは もう ひるごはんを ___（たべる）か。",,,,,,,,,,,,,"めしあがりました","めしあがる is the 尊敬語 of たべる/のむ. ""Has the teacher already eaten lunch?""",g-keigo-intro,keigo
n3-044,N3,grammar,v3-keigo,fill_blank,"わたしは たなかと ___（いう）。",,,,,,,,,,,,,"もうします","もうす is the 謙譲語 of いう. ""My name is Tanaka (I am called Tanaka).""",g-keigo-intro,keigo
n3-045,N3,grammar,v3-keigo,fill_blank,"ぶちょうは なんと ___（いう）か。",,,,,,,,,,,,,"おっしゃいました","おっしゃる is the 尊敬語 of いう. ""What did the department head say?""",g-keigo-intro,keigo
n3-046,N3,grammar,v3-keigo,fill_blank,"にもつは わたしが お ___（もつ）します。",,,,,,,,,,,,,"もち","お+ますstem+する is the humble template: おもちします. ""I will carry the luggage.""",g-keigo-intro,keigo
n3-047,N3,grammar,v3-keigo,mcq,"Which word is the 尊敬語 (respectful) form of する?","いたす",false,"いたす is the 謙譲語 (humble) form of する.","なさる",true,"なさる is the 尊敬語 form of する, used to elevate the listener/subject.","させる",false,"させる is the causative form, not keigo.","される",false,"される can be a light honorific but なさる is the dedicated 尊敬語.",,"する → 尊敬語 なさる (elevate others), 謙譲語 いたす (humble yourself).",g-keigo-intro,keigo
n3-048,N3,grammar,v3-keigo,mcq,"You are talking about your own action toward a customer. Which speech level is appropriate?","尊敬語",false,"尊敬語 elevates the other person's actions, not your own.","謙譲語",true,"謙譲語 humbles your own actions to show respect to the customer.","ていねい語 only",false,"ていねい語 (です/ます) is polite but does not specifically humble your action.","タメ口",false,"タメ口 (casual speech) is inappropriate with a customer.",,"Use 謙譲語 for your own actions, 尊敬語 for the other person's actions. Both sit on top of ていねい語.",g-keigo-intro,keigo
n3-049,N3,grammar,v3-keigo,mcq,"What is the 謙譲語 (humble) equivalent of みる?","ごらんになる",false,"ごらんになる is the 尊敬語 (respectful) form of みる.","はいけんする",true,"はいけんする (拝見する) is the 謙譲語 form of みる, used for your own viewing.","みえる",false,"みえる means ""to be visible / to seem,"" not a keigo form.","みせる",false,"みせる means ""to show,"" a separate verb.",,"みる → 尊敬語 ごらんになる, 謙譲語 はいけんする.",g-keigo-intro,keigo
n3-050,N3,grammar,v3-keigo,fill_blank,"どうぞ こちらに お ___（すわる）ください。",,,,,,,,,,,,,"すわり","お+ますstem+ください is the respectful request template: おすわりください. ""Please sit here.""",g-keigo-intro,keigo
n3-051,N3,vocab,v3-vocab,fill_blank,"かれは やくそくの じかんに おくれて、___（あやまる）た。",,,,,,,,,,,,,"あやまっ|謝っ","あやまる = to apologize. ""He was late and apologized.""",,vocab
n3-052,N3,vocab,v3-vocab,fill_blank,"この もんだいは むずかしいので、せんせいに ___（そうだんする）。",,,,,,,,,,,,,"そうだんする|相談する","そうだんする = to consult / talk over. ""This problem is hard, so I'll consult the teacher.""",,vocab
n3-053,N3,vocab,v3-vocab,fill_blank,"でんしゃが こんでいたので、ずっと ___（たつ）て いた。",,,,,,,,,,,,,"たっ|立っ","たつ = to stand. ""The train was crowded, so I was standing the whole time.""",,vocab
n3-054,N3,vocab,v3-vocab,fill_blank,"ゆめを ___（じつげんする）ために、まいにち どりょくして いる。",,,,,,,,,,,,,"じつげんする|実現する","じつげんする = to realize / make come true. ""I work hard every day to realize my dream.""",,vocab
n3-055,N3,vocab,v3-vocab,fill_blank,"あの ふたりは せいかくが ___（にる）て いる。",,,,,,,,,,,,,"に|似","にる = to resemble; 〜ている state. ""Those two have similar personalities.""",,vocab
n3-056,N3,vocab,v3-vocab,fill_blank,"あたらしい けいかくに ついて、いけんを ___（のべる）。",,,,,,,,,,,,,"のべる|述べる","のべる = to state / express (an opinion). ""I will state my opinion about the new plan.""",,vocab
n3-057,N3,vocab,v3-vocab,mcq,"Which word best fits: ""しめきりに ___ ように、はやめに しごとを する""?","まにあう",true,"まにあう = to be in time; ""so as to make the deadline.""","まにあわない",false,"The negative would mean ""so as NOT to be in time"" — opposite intent.","おくれる",false,"おくれる = to be late; you would not aim to be late.","すぎる",false,"すぎる = to exceed/pass; it does not fit ""〜ように"" here.",,"まにあう = to make it in time. しめきりにまにあう = to meet the deadline.",,vocab
n3-058,N3,vocab,v3-vocab,mcq,"Choose the word closest in meaning to ""だんだん"".","きゅうに",false,"きゅうに means ""suddenly"" — the opposite of gradual.","しだいに",true,"しだいに means ""gradually,"" the same as だんだん.","たまに",false,"たまに means ""occasionally,"" about frequency, not gradual change.","すぐに",false,"すぐに means ""immediately,"" not gradual.",,"だんだん and しだいに both describe gradual, step-by-step change.",,vocab
n3-059,N3,vocab,v3-vocab,fill_blank,"かれは じぶんの しっぱいを すなおに ___（みとめる）た。",,,,,,,,,,,,,"みとめ|認め","みとめる = to admit / acknowledge. ""He honestly admitted his mistake.""",,vocab
n3-060,N3,vocab,v3-vocab,fill_blank,"この きかいの つかいかたを ___（せつめいする）て ください。",,,,,,,,,,,,,"せつめいし|説明し","せつめいする = to explain. ""Please explain how to use this machine.""",,vocab
n3-061,N3,vocab,v3-vocab,mcq,"What does ""ちこく"" mean?","Being early",false,"Being early is はやめ / そうたい-related, not ちこく.","Being late / lateness",true,"ちこく (遅刻) means arriving late, especially to school or work.","Absence",false,"Absence is けっせき, a different word.","Leaving early",false,"Leaving early is そうたい (早退), not ちこく.",,"ちこく (遅刻) = lateness / arriving late. ちこくする = to be late.",,vocab
n3-062,N3,vocab,v3-vocab,fill_blank,"りょうしんは わたしの けっていを ___（おうえんする）て くれた。",,,,,,,,,,,,,"おうえんし|応援し","おうえんする = to support / cheer on. ""My parents supported my decision.""",,vocab
